	Name	Pairwise Identity	Accession	Bit-Score	Description	E Value	BlastHitOrganism	Query	BlastHitTaxonomy	GH	Metagenome	gene_id	fasta	RPKM	scaffold	KaijuTaxonomy	Domain	Phylum	Class	Order	Family	Genus	Species	Order_mg_gh_abund	Order_mg_abund	Order_mg_cnt	custom_label	is_selected	is_selected_upd	custom_label_upd	custom_label_upd_cnt
109	WP_241376945	88.9	WP_241376945	1575.84	trehalose-phosphatase [Glycomyces sp. L485]	0.0	Glycomyces sp.	scaffolds_potato_NODE_2871_length_8158_cov_14.977478_1	Bacteria; Actinomycetota; Actinomycetes; Glycomycetales; Glycomycetaceae; Glycomyces	GH15	Potato	scaffolds_potato_NODE_2871_length_8158_cov_14.977478_1	scaffolds_potato	5.3499	NODE_2871_length_8158_cov_14.977478	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Glycomycetales; Glycomycetaceae; Glycomyces; Glycomyces tenuis; 	Bacteria	Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Glycomyces	Glycomyces tenuis	5.882352941176471	0.7633587786259542	1	GH15: Glycomycetales	0	0	GH15: Others	14
110	WP_028035713	89.4	WP_028035713	1123.23	glycoside hydrolase family 15 protein [Chelativorans sp. J32]	0.0	Chelativorans sp.	scaffolds_potato_NODE_2577_length_8784_cov_4.694039_5	Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Chelativorans	GH15	Potato	scaffolds_potato_NODE_2577_length_8784_cov_4.694039_5	scaffolds_potato	1.7446	NODE_2577_length_8784_cov_4.694039	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Chelativorans; 	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	unclassified Chelativorans	11.764705882352942	1.5267175572519085	2	GH15: Hyphomicrobiales	0	0	GH15: Others	14
111	MTV25944	66.1	MTV25944	395.586	hypothetical protein [Nitriliruptoraceae bacterium ZYF776]	2.5600000000000003e-129	Nitriliruptoraceae bacterium	scaffolds_potato_NODE_10548_length_3175_cov_2.688509_1	Bacteria; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae	GH15	Potato	scaffolds_potato_NODE_10548_length_3175_cov_2.688509_1	scaffolds_potato	1.4143	NODE_10548_length_3175_cov_2.688509	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Mesorhizobium; Mesorhizobium sediminum; 	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sediminum	11.764705882352942	1.5267175572519085	2	GH15: Hyphomicrobiales	0	0	GH15: Others	14
112	KAI9150200	76.7	KAI9150200	770.77	Glucoamylase [Paramyrothecium foliicola]	0.0	Paramyrothecium foliicola	scaffolds_potato_NODE_7090_length_4284_cov_8.131685_2	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Stachybotryaceae; Paramyrothecium	GH15	Potato	scaffolds_potato_NODE_7090_length_4284_cov_8.131685_2	scaffolds_potato	2.5569	NODE_7090_length_4284_cov_8.131685	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; 	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unclassified Fusarium	5.882352941176471	0.7633587786259542	1	GH15: Hypocreales	0	0	GH15: Others	14
113	WP_162448738	76.8	WP_162448738	401.364	hypothetical protein [Phytoactinopolyspora mesophila]	2.6199999999999998e-135	Phytoactinopolyspora mesophila	scaffolds_potato_NODE_8841_length_3607_cov_6.076771_4	Bacteria; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Phytoactinopolyspora	GH15	Potato	scaffolds_potato_NODE_8841_length_3607_cov_6.076771_4	scaffolds_potato	1.9616	NODE_8841_length_3607_cov_6.076771	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Phytoactinopolyspora; Phytoactinopolyspora alkaliphila; 	Bacteria	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora	Phytoactinopolyspora alkaliphila	11.764705882352942	1.5267175572519085	2	GH15: Jiangellales	0	0	GH15: Others	14
114	WP_163818664	70.5	WP_163818664	590.112	glycoside hydrolase family 15 protein [Phytoactinopolyspora alkaliphila]	0.0	Phytoactinopolyspora alkaliphila	scaffolds_potato_NODE_10435_length_3200_cov_3.489593_4	Bacteria; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Phytoactinopolyspora	GH15	Potato	scaffolds_potato_NODE_10435_length_3200_cov_3.489593_4	scaffolds_potato	1.3129	NODE_10435_length_3200_cov_3.489593	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Phytoactinopolyspora; Phytoactinopolyspora mesophila; 	Bacteria	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora	Phytoactinopolyspora mesophila	11.764705882352942	1.5267175572519085	2	GH15: Jiangellales	0	0	GH15: Others	14
115	WP_270122397	84.8	WP_270122397	1111.29	glycoside hydrolase family 15 protein [Glycomyces lechevalierae]	0.0	Glycomyces lechevalierae	scaffolds_potato_NODE_2300_length_9465_cov_8.963997_9	Bacteria; Actinomycetota; Actinomycetes; Glycomycetales; Glycomycetaceae; Glycomyces	GH15	Potato	scaffolds_potato_NODE_2300_length_9465_cov_8.963997_9	scaffolds_potato	3.4395	NODE_2300_length_9465_cov_8.963997	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micrococcales; Promicromonosporaceae; Myceligenerans; Myceligenerans indicum; 	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Myceligenerans	Myceligenerans indicum	5.882352941176471	0.7633587786259542	1	GH15: Micrococcales	0	0	GH15: Others	14
116	WP_163820062	70.0	WP_163820062	513.457	glycoside hydrolase family 15 protein [Phytoactinopolyspora alkaliphila]	7.170000000000001e-179	Phytoactinopolyspora alkaliphila	scaffolds_potato_NODE_487_length_22235_cov_8.253001_7	Bacteria; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Phytoactinopolyspora	GH15	Potato	scaffolds_potato_NODE_487_length_22235_cov_8.253001_7	scaffolds_potato	3.1049	NODE_487_length_22235_cov_8.253001	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Asanoa; Asanoa hainanensis; 	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Asanoa	Asanoa hainanensis	5.882352941176471	0.7633587786259542	1	GH15: Micromonosporales	0	0	GH15: Others	14
117	WP_271685234	64.1	WP_271685234	775.007	glycoside hydrolase family 15 protein [Streptomyces sp. ACA25]	0.0	Streptomyces sp.	scaffolds_potato_NODE_1910_length_10570_cov_7.786238_7	Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces	GH15	Potato	scaffolds_potato_NODE_1910_length_10570_cov_7.786238_7	scaffolds_potato	2.9898	NODE_1910_length_10570_cov_7.786238	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides; Nocardioides panzhihuensis; 	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides panzhihuensis	5.882352941176471	0.7633587786259542	1	GH15: Propionibacteriales	0	0	GH15: Others	14
118	WP_244613846	72.7	WP_244613846	609.372	glycoside hydrolase family 15 protein [Nitrobacter winogradskyi]	0.0	Nitrobacter winogradskyi	scaffolds_potato_NODE_6167_length_4764_cov_3.656283_4	Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae; Nitrobacter	GH15	Potato	scaffolds_potato_NODE_6167_length_4764_cov_3.656283_4	scaffolds_potato	2.3456	NODE_6167_length_4764_cov_3.656283	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus; Paracoccus rhizosphaerae; 	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus rhizosphaerae	5.882352941176471	0.7633587786259542	1	GH15: Rhodobacterales	0	0	GH15: Others	14
119	WP_133323044	91.6	WP_133323044	1083.94	glycoside hydrolase family 15 protein [Luteimonas aestuarii]	0.0	Luteimonas aestuarii	scaffolds_potato_NODE_10856_length_3113_cov_3.886693_3	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas	GH15	Potato	scaffolds_potato_NODE_10856_length_3113_cov_3.886693_3	scaffolds_potato	2.2838	NODE_10856_length_3113_cov_3.886693	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; Luteimonas aestuarii; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas aestuarii	5.882352941176471	0.7633587786259542	1	GH15: Xanthomonadales	0	0	GH15: Others	14
120	WP_168630034	55.0	WP_168630034	369.777	glycoside hydrolase family 15 [Cellulomonas denverensis]	2.37e-121	Cellulomonas denverensis	scaffolds_potato_NODE_1424_length_12699_cov_7.348835_7	Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Cellulomonadaceae; Cellulomonas	GH15	Potato	scaffolds_potato_NODE_1424_length_12699_cov_7.348835_7	scaffolds_potato	2.9185	NODE_1424_length_12699_cov_7.348835	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; 	Bacteria	Actinomycetota	Actinomycetes	unclassified Actinomycetes	unclassified Actinomycetes	unclassified Actinomycetes	unclassified Actinomycetes	5.882352941176471	0.7633587786259542	1	GH15: unclassified Actinomycetes	0	0	GH15: Others	14
121	MBP7168118	57.0	MBP7168118	469.544	glycoside hydrolase family 57 protein [Bacteroidia bacterium]	5.43e-161	Bacteroidia bacterium	scaffolds_potato_NODE_21_length_83403_cov_99.820032_48	Bacteria; Bacteroidota; Bacteroidia	GH57	Potato	scaffolds_potato_NODE_21_length_83403_cov_99.820032_48	scaffolds_potato	34.5316	NODE_21_length_83403_cov_99.820032	cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Muricauda; Muricauda lutaonensis; 	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda lutaonensis	33.333333333333336	0.7633587786259542	1	GH57: Flavobacteriales	0	0	GH57: Others	3
122	MCU0265309	64.2	MCU0265309	583.178	DUF1957 domain-containing protein [Actinomycetes bacterium]	0.0	Actinomycetes bacterium	scaffolds_potato_NODE_1694_length_11324_cov_7.611452_5	Bacteria; Actinomycetota; Actinomycetes	GH57	Potato	scaffolds_potato_NODE_1694_length_11324_cov_7.611452_5	scaffolds_potato	2.9259	NODE_1694_length_11324_cov_7.611452	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; 	Bacteria	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	unclassified Jiangellaceae	unclassified Jiangellaceae	33.333333333333336	0.7633587786259542	1	GH57: Jiangellales	0	0	GH57: Others	3
123	MDP8928931	65.7	MDP8928931	762.296	DUF3536 domain-containing protein [Actinomycetota bacterium]	0.0	Actinomycetota bacterium	scaffolds_potato_NODE_13375_length_2696_cov_2.143566_3	Bacteria; Actinomycetota	GH57	Potato	scaffolds_potato_NODE_13375_length_2696_cov_2.143566_3	scaffolds_potato	1.0599	NODE_13375_length_2696_cov_2.143566	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micrococcales; 	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	unclassified Micrococcales	unclassified Micrococcales	unclassified Micrococcales	33.333333333333336	0.7633587786259542	1	GH57: Micrococcales	0	0	GH57: Others	3
124	WP_133320915	88.8	WP_133320915	1225.31	glycoside hydrolase family 97 protein [Luteimonas aestuarii]	0.0	Luteimonas aestuarii	scaffolds_potato_NODE_9871_length_3334_cov_5.375499_2	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas	GH97	Potato	scaffolds_potato_NODE_9871_length_3334_cov_5.375499_2	scaffolds_potato	2.9589	NODE_9871_length_3334_cov_5.375499	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; Luteimonas aestuarii; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas aestuarii	42.857142857142854	2.2900763358778624	3	GH97: Xanthomonadales	1	1	GH97: Xanthomonadales	3
125	WP_208543183	88.2	WP_208543183	1166.37	glycoside hydrolase family 97 protein [Lysobacter alkalisoli]	0.0	Lysobacter alkalisoli	scaffolds_potato_NODE_5372_length_5273_cov_4.372979_2	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter	GH97	Potato	scaffolds_potato_NODE_5372_length_5273_cov_4.372979_2	scaffolds_potato	2.387	NODE_5372_length_5273_cov_4.372979	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; Lysobacter alkalisoli; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter alkalisoli	42.857142857142854	2.2900763358778624	3	GH97: Xanthomonadales	1	1	GH97: Xanthomonadales	3
126	WP_280578961	76.2	WP_280578961	1004.97	glycoside hydrolase family 97 protein [Luteimonas sp. M1R5S59]	0.0	Luteimonas sp.	scaffolds_potato_NODE_14774_length_2519_cov_6.262080_1	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas	GH97	Potato	scaffolds_potato_NODE_14774_length_2519_cov_6.262080_1	scaffolds_potato	3.0317	NODE_14774_length_2519_cov_6.262080	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified Xanthomonadaceae	unclassified Xanthomonadaceae	42.857142857142854	2.2900763358778624	3	GH97: Xanthomonadales	1	1	GH97: Xanthomonadales	3
127	WP_192773868	73.1	WP_192773868	411.764	glycoside hydrolase family 97 protein [Nonomuraea africana]	2.6499999999999997e-137	Nonomuraea africana	scaffolds_potato_NODE_14821_length_2514_cov_2.222405_2	Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Nonomuraea	GH97	Potato	scaffolds_potato_NODE_14821_length_2514_cov_2.222405_2	scaffolds_potato	1.0081	NODE_14821_length_2514_cov_2.222405	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Egicoccales; Egicoccaceae; Egicoccus; Egicoccus halophilus; 	Bacteria	Actinomycetota	Nitriliruptoria	Egicoccales	Egicoccaceae	Egicoccus	Egicoccus halophilus	28.571428571428573	1.5267175572519085	2	GH97: Egicoccales	0	0	GH97: Others	4
128	WP_020579273	63.3	WP_020579273	334.339	glycoside hydrolase family 97 protein [Actinopolymorpha alba]	2.35e-106	Actinopolymorpha alba	scaffolds_potato_NODE_14821_length_2514_cov_2.222405_1	Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Actinopolymorphaceae; Actinopolymorpha	GH97	Potato	scaffolds_potato_NODE_14821_length_2514_cov_2.222405_1	scaffolds_potato	1.0081	NODE_14821_length_2514_cov_2.222405	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Egicoccales; Egicoccaceae; Egicoccus; Egicoccus halophilus; 	Bacteria	Actinomycetota	Nitriliruptoria	Egicoccales	Egicoccaceae	Egicoccus	Egicoccus halophilus	28.571428571428573	1.5267175572519085	2	GH97: Egicoccales	0	0	GH97: Others	4
129	TRO95395	95.9	TRO95395	1285.78	glycoside hydrolase family 97 protein [Glycocaulis profundi]	0.0	Glycocaulis profundi	scaffolds_potato_NODE_10706_length_3144_cov_4.999348_2	Bacteria; Pseudomonadota; Alphaproteobacteria; Maricaulales; Maricaulaceae; Glycocaulis	GH97	Potato	scaffolds_potato_NODE_10706_length_3144_cov_4.999348_2	scaffolds_potato	1.7907	NODE_10706_length_3144_cov_4.999348	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Maricaulales; Maricaulaceae; Glycocaulis; Glycocaulis profundi; 	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Glycocaulis	Glycocaulis profundi	14.285714285714286	0.7633587786259542	1	GH97: Maricaulales	0	0	GH97: Others	4
130	WP_020579273	68.2	WP_020579273	402.134	glycoside hydrolase family 97 protein [Actinopolymorpha alba]	3.62e-132	Actinopolymorpha alba	scaffolds_potato_NODE_13610_length_2663_cov_3.156613_1	Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Actinopolymorphaceae; Actinopolymorpha	GH97	Potato	scaffolds_potato_NODE_13610_length_2663_cov_3.156613_1	scaffolds_potato	1.1561	NODE_13610_length_2663_cov_3.156613	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Nonomuraea; 	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	unclassified Nonomuraea	14.285714285714286	0.7633587786259542	1	GH97: Streptosporangiales	0	0	GH97: Others	4
131	WP_273848370	99.2	WP_273848370	1330.08	1,4-alpha-glucan branching protein GlgB [Halalkalibacter alkalisediminis]	0.0	Halalkalibacter alkalisediminis	default_ipomea_NODE_1110_length_13415_cov_21.190583_2	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter	GH13	Ipomea	default_ipomea_NODE_1110_length_13415_cov_21.190583_2	default_ipomea	9.8555	NODE_1110_length_13415_cov_21.190583	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter; Halalkalibacter alkalisediminis; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter alkalisediminis	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
132	WP_237664167	98.0	WP_237664167	1119.76	alpha-glucosidase [Sutcliffiella horikoshii]	0.0	Sutcliffiella horikoshii	default_ipomea_NODE_1865_length_9924_cov_4.932568_6	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella	GH13	Ipomea	default_ipomea_NODE_1865_length_9924_cov_4.932568_6	default_ipomea	2.3757	NODE_1865_length_9924_cov_4.932568	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella; Sutcliffiella horikoshii; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella horikoshii	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
133	WP_250096744	98.0	WP_250096744	1411.74	type I pullulanase [Halalkalibacter alkaliphilus]	0.0	Halalkalibacter alkaliphilus	default_ipomea_NODE_19_length_125524_cov_14.778966_68	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter	GH13	Ipomea	default_ipomea_NODE_19_length_125524_cov_14.778966_68	default_ipomea	7.0185	NODE_19_length_125524_cov_14.778966	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter; Halalkalibacter alkaliphilus; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter alkaliphilus	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
134	WP_237662518	97.5	WP_237662518	1043.88	alpha-amylase family glycosyl hydrolase [Sutcliffiella horikoshii]	0.0	Sutcliffiella horikoshii	default_ipomea_NODE_1120_length_13293_cov_6.172594_9	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella	GH13	Ipomea	default_ipomea_NODE_1120_length_13293_cov_6.172594_9	default_ipomea	2.6252	NODE_1120_length_13293_cov_6.172594	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella; Sutcliffiella horikoshii; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella horikoshii	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
135	PRS42435	97.4	PRS42435	1307.74	type I pullulanase [Bacillus sp. RJGP41]	0.0	Bacillus sp.	default_ipomea_NODE_8763_length_3768_cov_1.797887_2	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus	GH13	Ipomea	default_ipomea_NODE_8763_length_3768_cov_1.797887_2	default_ipomea	1.4661	NODE_8763_length_3768_cov_1.797887	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Peribacillus; Peribacillus frigoritolerans; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus frigoritolerans	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
136	WP_237664250	97.1	WP_237664250	1046.57	alpha-amylase [Sutcliffiella horikoshii]	0.0	Sutcliffiella horikoshii	default_ipomea_NODE_5086_length_5424_cov_5.837666_5	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella	GH13	Ipomea	default_ipomea_NODE_5086_length_5424_cov_5.837666_5	default_ipomea	2.5826	NODE_5086_length_5424_cov_5.837666	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella; Sutcliffiella horikoshii; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella horikoshii	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
137	WP_250096630	97.0	WP_250096630	1130.55	alpha,alpha-phosphotrehalase [Halalkalibacter alkaliphilus]	0.0	Halalkalibacter alkaliphilus	default_ipomea_NODE_10_length_166893_cov_15.208583_92	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter	GH13	Ipomea	default_ipomea_NODE_10_length_166893_cov_15.208583_92	default_ipomea	7.2999	NODE_10_length_166893_cov_15.208583	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter; Halalkalibacter alkaliphilus; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter alkaliphilus	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
138	WP_250095183	96.8	WP_250095183	1115.14	alpha-glucosidase [Halalkalibacter alkaliphilus]	0.0	Halalkalibacter alkaliphilus	default_ipomea_NODE_100_length_51235_cov_14.644259_31	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter	GH13	Ipomea	default_ipomea_NODE_100_length_51235_cov_14.644259_31	default_ipomea	7.0907	NODE_100_length_51235_cov_14.644259	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter; Halalkalibacter alkaliphilus; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter alkaliphilus	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
139	WP_250095103	96.6	WP_250095103	1860.5	pullulanase [Halalkalibacter alkaliphilus]	0.0	Halalkalibacter alkaliphilus	default_ipomea_NODE_2906_length_7735_cov_12.487725_3	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter	GH13	Ipomea	default_ipomea_NODE_2906_length_7735_cov_12.487725_3	default_ipomea	5.5923	NODE_2906_length_7735_cov_12.487725	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter; Halalkalibacter alkaliphilus; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter alkaliphilus	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
140	WP_237661515	96.4	WP_237661515	1181.39	alpha-glycosidase [Sutcliffiella horikoshii]	0.0	Sutcliffiella horikoshii	default_ipomea_NODE_1120_length_13293_cov_6.172594_5	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella	GH13	Ipomea	default_ipomea_NODE_1120_length_13293_cov_6.172594_5	default_ipomea	2.6252	NODE_1120_length_13293_cov_6.172594	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Sutcliffiella; Sutcliffiella horikoshii; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella horikoshii	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
141	WP_250096564	96.1	WP_250096564	1127.85	alpha-glucosidase [Halalkalibacter alkaliphilus]	0.0	Halalkalibacter alkaliphilus	default_ipomea_NODE_10_length_166893_cov_15.208583_164	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter	GH13	Ipomea	default_ipomea_NODE_10_length_166893_cov_15.208583_164	default_ipomea	7.2999	NODE_10_length_166893_cov_15.208583	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter; Halalkalibacter alkaliphilus; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter alkaliphilus	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
142	WP_250095108	95.2	WP_250095108	1154.81	alpha-glycosidase [Halalkalibacter alkaliphilus]	0.0	Halalkalibacter alkaliphilus	default_ipomea_NODE_900_length_14707_cov_14.065960_12	Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter	GH13	Ipomea	default_ipomea_NODE_900_length_14707_cov_14.065960_12	default_ipomea	6.6085	NODE_900_length_14707_cov_14.065960	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Halalkalibacter; Halalkalibacter alkaliphilus; 	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter alkaliphilus	33.734939759036145	27.184466019417474	56	GH13: Bacillales	1	1	GH13: Bacillales	56
